Société des amis des arts (Lyon). Auteur du texte	1
Oeuvre de Saint-Augustin et de Sainte-Monique (Alger)	1
Société de statistique de Paris. Auteur du texte	1
Société d'agriculture, sciences, arts et belles-lettres de Bayeux. Auteur du texte	1
Jeandel, Auguste. Auteur du texte	1
Société historique et archéologique de Langres. Auteur du texte	1
Société française de numismatique. Auteur du texte	1
Académie des arts et sciences (Carcassonne). Auteur du texte	1
Société française de photographie. Auteur du texte	1
Ligue internationale de la paix et de la liberté	1
Académie de la Val d'Isère. Auteur du texte	1
Club alpin suisse. Auteur du texte	1
